,0.071123538,1399.053848,simulated,residuals
0,0.072545972,1051.687399,0.0009630874339363456,0.039681002017265814
1,0.073968403,752.9764586,0.0009840205341218762,0.028115921679779103
2,0.075390832,544.429718,0.0009779767379223747,0.020062353477429733
3,0.07681325900000001,405.42180360000003,0.0009533299030596647,0.014714824024290106
4,0.078235684,317.20016519999996,0.0009241089755184407,0.011334583008985315
5,0.07965810599999999,252.66157740000003,0.0009096480150202729,0.008854850221330129
6,0.081080525,212.843732,0.000934129073676335,0.007291546817050678
7,0.082502943,186.600818,0.0010262257702315625,0.006185252037404977
8,0.08392535699999999,164.9831826,0.0012189075484598656,0.005157123235891502
9,0.085347769,148.60856619999998,0.0015492807813723857,0.004193927574638066
10,0.086770179,137.3340764,0.0020581855733450096,0.003249302651014548
11,0.08819258599999999,125.9495125,0.002789209313739616,0.0020783047947804814
12,0.08961499,123.6706457,0.003786835553556909,0.0009926082156640342
13,0.091037391,117.18831399999999,0.005093603036214098,-0.0005646790219295391
14,0.09245979,112.5070649,0.006746368413534664,-0.002398358525771611
15,0.09388218599999999,110.36742379999998,0.008771968294564177,-0.0045066481531502375
16,0.095304579,105.85901270000001,0.011182749425869607,-0.007091663818600915
17,0.09672696900000001,102.412444,0.013972490055399385,-0.01001460243707276
18,0.098149356,104.50929659999998,0.017113240223345944,-0.013074316486566801
19,0.09957174,102.2608438,0.020553523359343663,-0.01660149456569772
20,0.10099412199999999,105.58766029999998,0.02421821409191834,-0.020137615318692622
21,0.1024165,99.72884285,0.028010227982513035,-0.02415605228970312
22,0.103838875,108.92005159999998,0.0318140462565695,-0.027604662056978122
23,0.105261246,111.181404,0.03550085692839669,-0.031204079260638166
24,0.106683615,120.15406909999999,0.038935094515462974,-0.03429155429897862
25,0.10810598,123.98582759999998,0.04198198519275655,-0.03719036073053769
26,0.10952834199999999,137.1447451,0.044515773545670795,-0.039215602322827496
27,0.110950701,148.7445256,0.04642809483791584,-0.04067963212018099
28,0.112373056,182.4145045,0.04763591514785144,-0.0405862239134177
29,0.113795408,215.3736986,0.04808824208757352,-0.039764791716619084
30,0.11521775699999999,285.3781264,0.047770710736194225,-0.03674183075926671
31,0.116640101,381.9975996,0.04670725140757063,-0.03194436214689317
32,0.118062443,493.61871720000005,0.04495833527730698,-0.02588167493532596
33,0.119484781,610.1284764999999,0.0426158471732544,-0.019036486615001964
34,0.120907115,720.3387825,0.039795154773350556,-0.011956546134568095
35,0.122329445,795.294384,0.03662544126718489,-0.005890057241408682
36,0.123751772,845.3757497000001,0.03323956526448941,-0.0005687092445782124
37,0.125174095,892.8474530999999,0.02976470523959915,0.00474076833037982
38,0.126596414,911.4295243999999,0.026314772371035116,0.008908834143033461
39,0.128018729,905.7831691,0.022985252058181263,0.012020142304534472
40,0.129441041,863.8612208999999,0.0198506643838947,0.01353459131952969
41,0.13086334800000002,777.2263552999999,0.01696443731765683,0.013072679736975703
42,0.132285651,670.8829416,0.014360602413091287,0.011566708606897493
43,0.133707951,573.0406092000001,0.012056626434178467,0.010089416013075564
44,0.135130246,488.0553603999999,0.010056652687555326,0.008805003108737339
45,0.136552537,415.9348085,0.008354628897038481,0.007719816397843901
46,0.137974824,348.7239547,0.0069370885778949785,0.0065398891077564315
47,0.139397107,305.54920939999994,0.005785496511072769,0.0060229262297588895
48,0.140819386,269.52621289999996,0.0048781896939592215,0.0055380685182886535
49,0.14224166,237.050781,0.004191922885303645,0.004969271930382584
50,0.14366393,202.94499,0.0037029895456745063,0.00414013411928188
51,0.145086196,191.86577690000001,0.003387900901287364,0.004027049402731634
52,0.14650845699999998,170.395382,0.0032236611154218223,0.0033615325026294706
53,0.147930714,155.2718737,0.0031877769130775222,0.002812945288138625
54,0.149352966,139.31208469999999,0.0032581935783208534,0.002125737842331503
55,0.150775214,136.94753980000002,0.003413323717743084,0.0018792262006507455
56,0.15219745699999998,130.0011806,0.003632239688499609,0.001391857413065347
57,0.153619695,115.9042048,0.0038949800098147806,0.0005843176143090346
58,0.155041929,113.24790259999999,0.004182844367809331,0.00019379634102874212
59,0.15646415800000002,110.79202450000001,0.00447856654415736,-0.00019683705064102441
60,0.157886382,104.67703259999999,0.004766354495642416,-0.000720948341184152
61,0.159308602,106.4424455,0.005031900566208795,-0.0009182672941734499
62,0.160730816,92.06169831,0.005262522044576805,-0.0017046550351412127
63,0.162153026,93.15596036,0.005447536099824194,-0.0018473796375668363
64,0.163575231,92.63853402,0.005578809955209861,-0.0019986502357749094
65,0.164997431,88.26933067,0.005651271282215653,-0.002239966197681477
66,0.166419626,90.03226776,0.0056630950556422885,-0.0021836585350455207
