,0.710436615,-4.0115E-142,simulated,residuals
0,0.712152569,1.1094437190000002,0.006795277350165208,0.05061058515245831
1,0.713868492,2.2873589009999997,0.009142881345549699,0.1092117573947666
2,0.7155843829999999,3.2078059089999997,0.01225211783925249,0.1537291408704173
3,0.717300242,4.2087146419999995,0.01642863927432395,0.20134256436023398
4,0.719016069,5.100282592,0.022076446198933335,0.241827090489507
5,0.7207318640000001,5.634089381,0.02967338737278136,0.2618508736548095
6,0.7224476259999999,6.51281428,0.03970337896011474,0.2972886781041183
7,0.724163357,6.7546064470000005,0.05253876811495179,0.2969643227721816
8,0.725879055,7.053698514,0.06828194591232929,0.2966970431927897
9,0.72759472,7.116034435,0.08659800913457165,0.281606422819623
10,0.729310353,7.005264165,0.10659147422660499,0.2558813800187807
11,0.731025954,6.996163299,0.1267886784765256,0.2352132703472478
12,0.732741522,6.215601727,0.14527202123687716,0.17634138916022224
13,0.7344570570000001,5.6227869120000005,0.15997009078125965,0.1309693474470828
14,0.736172559,4.829066921,0.16905038321792373,0.08081966150391531
15,0.7378880290000001,3.90920963,0.17131231419668216,0.030961624237964724
16,0.739603465,2.858320965,0.1664621253812128,-0.018564239715544245
17,0.7413188690000001,1.900109719,0.15518092246624676,-0.05686368888261818
18,0.7430342390000001,1.015077535,0.13896360667640548,-0.08644052650048174
19,0.7447495759999999,0.707755197,0.11978230157117047,-0.08316097790355753
20,0.74646488,0.33507797100000003,0.09968110286817593,-0.08234318873926276
21,0.74818015,0.12232062,0.0804184273374329,-0.0740892007415269
22,0.749895387,0.082852965,0.06324050062493695,-0.05895344591880753
23,0.7516105909999999,-0.113086546,0.04881395816504888,-0.05466538676786619
24,0.7533257609999999,-0.053940307,0.037292564432944444,-0.0400835936613422
25,0.755040897,-0.052594727,0.028462349705257853,-0.031183754689411917
26,0.7567560000000001,-0.040473502,0.021905563816394597,-0.023999781171472216
27,0.758471069,-0.033436587000000004,0.017139683740237936,-0.018869790534306874
28,0.7601861040000001,-0.065626035,0.013710964932658732,-0.01710664790177594
29,0.761901105,-0.039792395,0.011242091688360302,-0.013301066575413661
30,0.763616072,-0.048088396,0.009444950251872856,-0.011933184491673632
31,0.765331005,-0.04762279,0.008112751947140116,-0.010576894370872485
32,0.7670459040000001,-0.034563735,0.007103498439401165,-0.008891927167246454
33,0.7687607679999999,-0.121796637,0.006322515774785044,-0.012624629957923654
34,0.770475598,0.016709861,0.0057077951868420365,-0.004843178112017756
35,0.7721903940000001,-0.014279825,0.005219160735686374,-0.005958040641420038
36,0.773905155,0.008290084,0.004830844238232257,-0.004401891048368645
37,0.775619882,0.042583387,0.004526539681543897,-0.002323150706372273
38,0.7773345740000001,-0.021297099,0.004295995368057592,-0.005397969552021367
39,0.7790492309999999,-0.045177946,0.004132402092930505,-0.006470041138347417
40,0.780763853,-0.028670304,0.004030125171162406,-0.0055136105441887205
41,0.782478441,-0.023784017999999997,0.003982629976573982,-0.005213284622398267
42,0.7841929940000001,0.049430823,0.00398073890376136,-0.0014230435651576005
43,0.7859075109999999,-0.051330411,0.00401156352625836,-0.006667549103178962
44,0.7876219940000001,-0.051981427000000004,0.004058505086466164,-0.006748176135072245
45,0.7893364409999999,0.046101236,0.004102551535282037,-0.0017171387651755826
46,0.791050853,0.028359847,0.004124747024637261,-0.002657325604698211
47,0.79276523,0.00515883,0.004109285987103365,-0.0038423530363076797
48,0.794479571,-0.103564571,0.004046379536359907,-0.009405113306404523
49,0.796193877,0.006181033000000001,0.003934017721803789,-0.003614192998435214
50,0.797908147,-0.030214034,0.0037780608693671566,-0.005341423347111367
51,0.799622382,0.022514082999999997,0.003590627359940319,-0.0024256828648418225
52,0.8013365809999999,0.00239027,0.0033872898245899314,-0.003263610264631878
53,0.8030507440000001,-0.034208747000000005,0.0031839189329771833,-0.004953979543567773
54,0.8047648709999999,0.069315483,0.002994018099828965,0.0005925676983109555
55,0.806478962,-0.080386839,0.0028271055047590144,-0.006986555639655431
56,0.808193018,-0.045819485,0.00268828405886333,-0.005059118208270976
57,0.809907037,-0.020325003,0.0025787746472562016,-0.003630449741361097
58,0.81162102,-0.07540216200000001,0.0024969905847365384,-0.006398518954354126
59,0.8133349670000001,0.110811323,0.0024397290057837644,0.0032939729053014627
60,0.8150488770000001,0.08800844699999999,0.002403178887562605,0.0021506355340515366
61,0.816762751,0.09071286099999999,0.0023836166610204574,0.002310132049801346
62,0.818476588,0.11016995800000001,0.002377799313458526,0.003322716496904818
63,0.8201903890000001,0.162132859,0.002383138808962974,0.006006089460588609
64,0.821904154,0.270328673,0.0023977538848883127,0.011589842211236571
65,0.8236178809999999,0.404816495,0.0024204675384090764,0.018525921767134395
66,0.8253315720000001,0.48703342899999996,0.00245078049122705,0.022749753416482825
67,0.827045226,0.491843927,0.0024888221605107457,0.02296062098164507
68,0.828758843,0.589306879,0.002535272201688305,0.027957189099743596
69,0.830472423,0.843402478,0.0025912531662231723,0.0410488575102157
70,0.8321859659999999,0.9715447359999999,0.002658210493523979,0.04761235535386683
71,0.833899472,1.0013432740000001,0.0027378079793385175,0.04907462136767089
72,0.83561294,1.179365188,0.0028318685391627444,0.05819193524939944
73,0.837326372,1.45061385,0.0029423817063969275,0.07211662109958618
74,0.839039765,1.606328715,0.003071584095453567,0.08004456120159859
75,0.8407531220000001,1.6515045590000001,0.0032221106336857855,0.08223156494515615
76,0.84246644,1.982921566,0.0033972064867847387,0.09920495423740687
77,0.8441797209999999,2.4377591290000002,0.0036010035290712284,0.12253578284169306
78,0.845892965,2.670700749,0.003838875661858131,0.1343509913472926
79,0.84760617,3.0421789639999997,0.0041179184052359576,0.15329331780706046
80,0.8493193379999999,3.524094373,0.0044476312348840615,0.1778993175630722
81,0.851032468,4.1914221760000006,0.004840922272984203,0.21203551860026665
82,0.85274556,4.625369076,0.00531561916279578,0.2340145033602943
83,0.854458614,5.463256387,0.005896728005666502,0.276788134324607
84,0.8561716290000001,6.399207352,0.0066197319477068845,0.3244939704272123
