,0.355689167,2087.662281,simulated,residuals
0,0.357536631,2042.3476489999998,0.0008345707390235206,0.01123952702632997
1,0.359384077,1973.541229,0.0009956933641622552,0.010671629657248527
2,0.361231505,1893.5675,0.0011450572379736663,0.010049471338730956
3,0.363078914,1872.0787030000001,0.0012758048130171874,0.00979168474759981
4,0.364926304,1852.27787,0.0013845847935628677,0.009565844777980037
5,0.366773676,1744.3749649999997,0.0014714662015906806,0.008841055213241704
6,0.36862102799999996,1730.954169,0.0015390599717497568,0.008694119415748446
7,0.37046836200000005,1674.3963410000001,0.0015912923013906733,0.008307524449559138
8,0.37231567600000004,1676.1022050000001,0.0016322723290634555,0.008276629271407682
9,0.37416297200000004,1639.527726,0.0016655297871458542,0.008027148177070655
10,0.376010248,1617.92328,0.0016936818141101025,0.007871273431940367
11,0.377857505,1599.528841,0.0017184344902836499,0.00773777518792308
12,0.37970474200000004,1574.9090429999999,0.0017407657668141933,0.007569894818337393
13,0.38155196,1559.8881939999999,0.0017611573690834847,0.007460701880294824
14,0.38339915799999996,1491.0079759999999,0.0017797961877074975,0.007034852033402402
15,0.385246336,1491.500529,0.001796716776030675,0.007020843355340696
16,0.387093495,1465.377091,0.0018118877696176486,0.006851233941569192
17,0.388940633,1423.153835,0.001825257667696599,0.0065882455609732405
18,0.39078775200000004,1323.606031,0.0018367761231963507,0.00598821323595144
19,0.39263485,1265.357769,0.0018464023277214967,0.005634230765540668
20,0.394481929,1232.167007,0.0018541076699546105,0.005430305888650564
21,0.396328987,1208.503078,0.0018598758302650563,0.005284639610407904
22,0.39817602399999996,1169.265936,0.0018637018758149964,0.005048848605918175
23,0.400023041,1128.957991,0.0018655909845663918,0.004808664088014088
24,0.401870038,1047.812482,0.0018655574821165688,0.004328975732451593
25,0.40371701299999996,1060.291595,0.0018636245269676934,0.004404683605627116
26,0.405563968,1024.0286820000001,0.001859824034802116,0.004194102399832072
27,0.407410903,990.1535943,0.0018541958765378762,0.003999465377533153
28,0.409257816,939.6444326999999,0.0018467856563777491,0.003708271902331698
29,0.411104708,913.8025242999998,0.0018376415851439505,0.003564641920324519
30,0.41295157899999996,891.4290443,0.0018268122804898797,0.00344320207628422
31,0.414798428,885.8187842,0.0018143471554351808,0.0034225000620570103
32,0.41664525700000005,862.2264488,0.0018002994333935504,0.0032970729183616123
33,0.41849206299999997,863.1118002000001,0.001784730032884773,0.003317876402972344
34,0.42033884899999996,831.680268,0.0017677096837193352,0.0031490775587778865
35,0.42218561200000004,786.7467074,0.0017493185918556191,0.0029018271944010474
36,0.424032354,774.0795217,0.0017296443259102662,0.0028466146806012498
37,0.42587907399999997,787.8280496,0.0017087802634892927,0.0029487582793810644
38,0.427725773,759.7738576,0.0016868253199609183,0.0028048604323221704
39,0.42957244899999997,757.6638161000001,0.001663884520378477,0.002815326936760772
40,0.43141910299999997,757.9453656000001,0.001640068703420973,0.0028408072383080823
41,0.433265735,733.9436648,0.0016154928566657852,0.0027234881035032702
42,0.435112344,713.1265217,0.0015902735342482606,0.002625639141680439
43,0.436958931,699.996315,0.0015645266241268384,0.002573761951197479
44,0.438805496,672.6827741000001,0.0015383663089955165,0.0024384481101996747
45,0.44065203799999997,670.6374772999999,0.0015119047602432337,0.0024528181261835487
46,0.442498557,654.2523157,0.0014852516770389951,0.002382604232232169
47,0.44434505399999996,620.5516102000001,0.0014585131581311649,0.0022101084958124993
48,0.44619152700000003,627.6610137,0.0014317901262840126,0.0022788614107475645
49,0.44803797799999995,616.3683438999999,0.0014051767671475987,0.002238713952124173
50,0.449884406,583.4911088,0.0013787599368545954,0.0020707647786438834
51,0.45173081,592.1911048,0.0013526193314506193,0.002148338646310343
52,0.453577192,605.2284043999999,0.001326828294630805,0.0022512045288566812
53,0.455423549,579.609508,0.0013014550014663498,0.002125122187166063
54,0.45726988399999996,560.235997,0.0012765632689664545,0.002035480203534581
55,0.459116195,575.697585,0.0012522133911950701,0.002151237009607826
56,0.460962482,580.8308112999999,0.001228462396348124,0.002205334980998276
57,0.462808746,575.6353822000001,0.0012053641079079302,0.002197718557906829
58,0.464654985,574.3499832,0.0011829690033096545,0.0022125145482205758
59,0.46650120100000003,546.2912822000001,0.0011613238071892789,0.0020682802971230888
60,0.46834739299999995,539.2251745,0.0011404712485199424,0.0020473589319298094
61,0.47019356100000004,556.2962943,0.001120449770731796,0.0021683026839106894
62,0.472039704,552.9395075,0.0011012934401782096,0.0021676141207604576
63,0.473885823,534.4737105,0.0010830318980400034,0.0020767082356967677
64,0.475731918,533.3646566000001,0.0010656903911889085,0.00208749315791243
65,0.47757798799999995,521.4452209,0.0010492896896448685,0.0020334276819572025
66,0.479424034,538.1693912000001,0.0010338458466751823,0.0021477426781047002
67,0.481270055,518.4427296,0.0010193699132963491,0.0020455971142281236
68,0.483116051,494.00918049999996,0.0010058675886207235,0.0019146514254950557
69,0.48496202299999996,481.0220425,0.0009933390349675046,0.001850401682377441
70,0.486807969,466.6058068,0.0009817789409511588,0.0017767348370255523
71,0.48865389,473.80855329999997,0.0009711767147181594,0.0018299187782093041
72,0.490499786,505.91006280000005,0.0009615168092856243,0.002029358697004503
73,0.49234565700000005,475.13001529999997,0.0009527789317147357,0.0018561288753351601
74,0.494191503,470.24985639999994,0.0009449381522364398,0.0018351187803318705
75,0.496037323,463.71773279999996,0.0009379650664855008,0.001803474787839353
76,0.49788311799999996,472.8815858,0.0009318262458638522,0.0018637891339076628
77,0.499728887,479.35427630000004,0.0009264851575561371,0.0019073959395824191
